sample_id,task_id,ground_truth,base_nll,single0_nll,single1_nll,pair_l2_nll,pair_direct_sum_nll,rank16_nll,base_prediction,single0_prediction,single1_prediction,pair_l2_prediction,pair_direct_sum_prediction,rank16_prediction,base_correct,single0_correct,single1_correct,pair_l2_correct,pair_direct_sum_correct,rank16_correct,best_single_selection,best_single_nll,best_single_correct,pair_best_selection,pair_best_nll,pair_best_correct,synergy,pair_minus_rank16_nll,pair_exclusive_nll,oracle_a_selection,oracle_a_nll,oracle_a_correct,oracle_b_selection,oracle_b_nll,oracle_b_correct
UCIT/ImageNet-R:2115,UCIT/ImageNet-R,Joystick,1.0138911008834839,0.003850867273285985,0.7727931141853333,0.0013093951856717467,0.0005268122185952961,0.002181396586820483,Keyboard,Joystick,Keyboard,Joystick,Joystick,Joystick,False,True,False,True,True,True,single0,0.003850867273285985,True,pair_direct_sum,0.0005268122185952961,True,0.003324055054690689,-0.001654584368225187,True,pair_direct_sum,0.0005268122185952961,True,pair_direct_sum,0.0005268122185952961,True
UCIT/ImageNet-R:2116,UCIT/ImageNet-R,Hummingbird,1.703991174697876,8.176539995474741e-05,1.9030393362045288,4.002163404948078e-05,2.6284422347089276e-05,4.800725218956359e-05,Tattoo,Hummingbird,Tattoo,Hummingbird,Hummingbird,Hummingbird,False,True,False,True,True,True,single0,8.176539995474741e-05,True,pair_direct_sum,2.6284422347089276e-05,True,5.548097760765813e-05,-2.172282984247431e-05,True,pair_direct_sum,2.6284422347089276e-05,True,pair_direct_sum,2.6284422347089276e-05,True
UCIT/ImageNet-R:2117,UCIT/ImageNet-R,Orangutan,0.713096022605896,0.018315965309739113,0.9203348159790039,0.01379084400832653,0.007340761832892895,0.00998765230178833,Monkey,Orangutan,Painting,Orangutan,Orangutan,Orangutan,False,True,False,True,True,True,single0,0.018315965309739113,True,pair_direct_sum,0.007340761832892895,True,0.010975203476846218,-0.0026468904688954353,True,pair_direct_sum,0.007340761832892895,True,pair_direct_sum,0.007340761832892895,True
UCIT/ImageNet-R:2118,UCIT/ImageNet-R,Centipede,1.5918314456939697,0.002987280720844865,1.7714802026748657,0.005190122406929731,0.0012201039353385568,0.0005315524176694453,Drawing,Centipede,Drawing,Centipede,Centipede,Centipede,False,True,False,True,True,True,single0,0.002987280720844865,True,pair_direct_sum,0.0012201039353385568,True,0.001767176785506308,0.0006885515176691115,False,pair_direct_sum,0.0012201039353385568,True,rank16,0.0005315524176694453,True
UCIT/ImageNet-R:2119,UCIT/ImageNet-R,Ice cream,0.3679279685020447,0.0005018815863877535,0.36783015727996826,0.0002493353094905615,0.00030339619843289256,0.00018072355305776,Ice cream cone,Ice cream,Tattoo,Ice cream,Ice cream,Ice cream,False,True,False,True,True,True,single0,0.0005018815863877535,True,pair_l2,0.0002493353094905615,True,0.000252546276897192,6.861175643280149e-05,False,pair_l2,0.0002493353094905615,True,rank16,0.00018072355305776,True
UCIT/ImageNet-R:2120,UCIT/ImageNet-R,Centipede,2.9219040870666504,0.008712716400623322,3.2408244609832764,0.010873823426663876,0.001088712946511805,0.02098986878991127,Snake,Centipede,Snake,Centipede,Centipede,Centipede,False,True,False,True,True,True,single0,0.008712716400623322,True,pair_direct_sum,0.001088712946511805,True,0.0076240034541115165,-0.019901155843399465,True,pair_direct_sum,0.001088712946511805,True,pair_direct_sum,0.001088712946511805,True
UCIT/ImageNet-R:2121,UCIT/ImageNet-R,Flamingo,1.711804747581482,0.006050542928278446,1.8979403972625732,0.004709949716925621,0.0027327213902026415,0.007833059877157211,Tree,Flamingo,Tree,Flamingo,Flamingo,Flamingo,False,True,False,True,True,True,single0,0.006050542928278446,True,pair_direct_sum,0.0027327213902026415,True,0.0033178215380758047,-0.00510033848695457,True,pair_direct_sum,0.0027327213902026415,True,pair_direct_sum,0.0027327213902026415,True
UCIT/ImageNet-R:2122,UCIT/ImageNet-R,Burrito,1.4261689186096191,0.009893910028040409,1.6288166046142578,0.030019231140613556,0.005153812933713198,0.025654099881649017,Taco,Burrito,Taco,Burrito,Burrito,Burrito,False,True,False,True,True,True,single0,0.009893910028040409,True,pair_direct_sum,0.005153812933713198,True,0.004740097094327211,-0.02050028694793582,True,pair_direct_sum,0.005153812933713198,True,pair_direct_sum,0.005153812933713198,True
UCIT/ImageNet-R:2123,UCIT/ImageNet-R,Black swan,1.8585859537124634,0.0450558178126812,2.0989112854003906,0.08736622333526611,0.030072713270783424,0.05230703204870224,Swan,Black swan,Duck,Black swan,Black swan,Black swan,False,True,False,True,True,True,single0,0.0450558178126812,True,pair_direct_sum,0.030072713270783424,True,0.014983104541897774,-0.022234318777918816,True,pair_direct_sum,0.030072713270783424,True,pair_direct_sum,0.030072713270783424,True
UCIT/ImageNet-R:2124,UCIT/ImageNet-R,Junco,5.878538131713867,0.09993674606084824,6.52166223526001,0.3406433165073395,0.0601201057434082,0.0016134906327351928,Bird,Junco,Bird,Junco,Junco,Junco,False,True,False,True,True,True,single0,0.09993674606084824,True,pair_direct_sum,0.0601201057434082,True,0.03981664031744003,0.05850661511067301,False,pair_direct_sum,0.0601201057434082,True,rank16,0.0016134906327351928,True
UCIT/ImageNet-R:2125,UCIT/ImageNet-R,African chameleon,2.689030408859253,0.01683282107114792,2.9841372966766357,0.01587003283202648,0.014884931035339832,0.004251529928296804,Lizard,African chameleon,Lizard,African chameleon,African chameleon,African chameleon,False,True,False,True,True,True,single0,0.01683282107114792,True,pair_direct_sum,0.014884931035339832,True,0.0019478900358080864,0.010633401107043028,False,pair_direct_sum,0.014884931035339832,True,rank16,0.004251529928296804,True
UCIT/ImageNet-R:2126,UCIT/ImageNet-R,Flute,0.9275927543640137,0.00042835247586481273,1.0262199640274048,0.00019994383910670877,6.63560931570828e-05,0.0015428568003699183,Book,Flute,Book,Flute,Flute,Flute,False,True,False,True,True,True,single0,0.00042835247586481273,True,pair_direct_sum,6.63560931570828e-05,True,0.00036199638270772994,-0.0014765007072128356,True,pair_direct_sum,6.63560931570828e-05,True,pair_direct_sum,6.63560931570828e-05,True
UCIT/ImageNet-R:2127,UCIT/ImageNet-R,Giant panda,2.214939594268799,0.0009948739316314459,2.610060214996338,0.006857705768197775,0.0002523892617318779,0.0007783772889524698,Panda,Giant panda,Panda,Giant panda,Giant panda,Giant panda,False,True,False,True,True,True,single0,0.0009948739316314459,True,pair_direct_sum,0.0002523892617318779,True,0.000742484669899568,-0.0005259880272205919,True,pair_direct_sum,0.0002523892617318779,True,pair_direct_sum,0.0002523892617318779,True
UCIT/ImageNet-R:2128,UCIT/ImageNet-R,Revolver,3.1545674800872803,7.398145680781454e-05,3.774582624435425,0.000317701866151765,4.481974974623881e-05,0.0003391389036551118,Gun,Revolver,Gun,Revolver,Revolver,Revolver,False,True,False,True,True,True,single0,7.398145680781454e-05,True,pair_direct_sum,4.481974974623881e-05,True,2.9161707061575726e-05,-0.000294319153908873,True,pair_direct_sum,4.481974974623881e-05,True,pair_direct_sum,4.481974974623881e-05,True
UCIT/ImageNet-R:2129,UCIT/ImageNet-R,Labrador retriever,1.6391808986663818,0.00424575200304389,1.9312163591384888,0.01192718930542469,0.004020713735371828,0.004719343967735767,Sticker,Labrador retriever,Sticker,Labrador retriever,Labrador retriever,Labrador retriever,False,True,False,True,True,True,single0,0.00424575200304389,True,pair_direct_sum,0.004020713735371828,True,0.00022503826767206192,-0.0006986302323639393,True,pair_direct_sum,0.004020713735371828,True,pair_direct_sum,0.004020713735371828,True
UCIT/ImageNet-R:2130,UCIT/ImageNet-R,Axolotl,2.031435489654541,0.06249378249049187,2.2383906841278076,0.1466427892446518,0.07590809464454651,0.12035644054412842,Drawing,Axolotl,Snake,Eel,Axolotl,Axolotl,False,True,False,False,True,True,single0,0.06249378249049187,True,pair_direct_sum,0.07590809464454651,True,-0.013414312154054642,-0.04444834589958191,False,single0,0.06249378249049187,True,pair_direct_sum,0.07590809464454651,True
UCIT/ImageNet-R:2131,UCIT/ImageNet-R,Harp,0.01719137653708458,0.00017666567873675376,0.006055135279893875,9.507787035545334e-05,5.328294719220139e-05,7.378283044090495e-05,Harp,Harp,Harp,Harp,Harp,Harp,True,True,True,True,True,True,single0,0.00017666567873675376,True,pair_direct_sum,5.328294719220139e-05,True,0.00012338273154455237,-2.0499883248703554e-05,True,pair_direct_sum,5.328294719220139e-05,True,pair_direct_sum,5.328294719220139e-05,True
UCIT/ImageNet-R:2132,UCIT/ImageNet-R,Warplane,2.8776168823242188,0.003299656556919217,3.194812059402466,0.007797665428370237,0.0008733235881663859,0.0031505234073847532,Jet,Warplane,Airplane,Warplane,Warplane,Warplane,False,True,False,True,True,True,single0,0.003299656556919217,True,pair_direct_sum,0.0008733235881663859,True,0.0024263329687528312,-0.0022771998192183673,True,pair_direct_sum,0.0008733235881663859,True,pair_direct_sum,0.0008733235881663859,True
UCIT/ImageNet-R:2133,UCIT/ImageNet-R,Great white shark,2.741450071334839,0.38917624950408936,2.942664384841919,0.2695053219795227,0.30496206879615784,0.2669571340084076,Sculpture,Hammerhead,Sculpture,Hammerhead,Hammerhead,Hammerhead,False,False,False,False,False,False,single0,0.38917624950408936,False,pair_l2,0.2695053219795227,False,0.11967092752456665,0.0025481879711151123,False,pair_l2,0.2695053219795227,False,rank16,0.2669571340084076,False
UCIT/ImageNet-R:2134,UCIT/ImageNet-R,Afghan hound,3.6956770420074463,0.010698921978473663,3.8832175731658936,0.0664302185177803,0.0072533185593783855,0.04092072695493698,Dog,Afghan hound,Dog,Afghan hound,Afghan hound,Afghan hound,False,True,False,True,True,True,single0,0.010698921978473663,True,pair_direct_sum,0.0072533185593783855,True,0.003445603419095278,-0.033667408395558596,True,pair_direct_sum,0.0072533185593783855,True,pair_direct_sum,0.0072533185593783855,True
UCIT/ImageNet-R:2135,UCIT/ImageNet-R,Binoculars,0.619310736656189,0.0004580153035931289,0.630160927772522,0.0008489396423101425,0.00023514222993981093,0.00026571244234219193,Eye,Binoculars,Eye,Binoculars,Binoculars,Binoculars,False,True,False,True,True,True,single0,0.0004580153035931289,True,pair_direct_sum,0.00023514222993981093,True,0.000222873073653318,-3.0570212402381e-05,True,pair_direct_sum,0.00023514222993981093,True,pair_direct_sum,0.00023514222993981093,True
UCIT/ImageNet-R:2136,UCIT/ImageNet-R,Tank,0.10621438175439835,0.0009346652659587562,0.09392229467630386,0.0011266496730968356,0.00024201034102588892,0.00033018432441167533,Tank,Tank,Tank,Tank,Tank,Tank,True,True,True,True,True,True,single0,0.0009346652659587562,True,pair_direct_sum,0.00024201034102588892,True,0.0006926549249328673,-8.817398338578641e-05,True,pair_direct_sum,0.00024201034102588892,True,pair_direct_sum,0.00024201034102588892,True
UCIT/ImageNet-R:2137,UCIT/ImageNet-R,Broom,2.770075798034668,0.011059471406042576,2.9568119049072266,0.009729623794555664,0.005411345511674881,0.0061038583517074585,Shirt,Broom,Shirt,Broom,Broom,Broom,False,True,False,True,True,True,single0,0.011059471406042576,True,pair_direct_sum,0.005411345511674881,True,0.005648125894367695,-0.0006925128400325775,True,pair_direct_sum,0.005411345511674881,True,pair_direct_sum,0.005411345511674881,True
UCIT/ImageNet-R:2138,UCIT/ImageNet-R,Ant,1.236477255821228,0.1549728810787201,1.2270771265029907,0.24914413690567017,0.13190412521362305,0.10439615696668625,Bug,Ant,Bug,Ant,Ant,Ant,False,True,False,True,True,True,single0,0.1549728810787201,True,pair_direct_sum,0.13190412521362305,True,0.023068755865097046,0.027507968246936798,False,pair_direct_sum,0.13190412521362305,True,rank16,0.10439615696668625,True
UCIT/ImageNet-R:2139,UCIT/ImageNet-R,Hen,2.7608346939086914,0.0007484774105250835,2.8596880435943604,0.0027755475603044033,0.00031409302027896047,0.0009930707747116685,Rooster,Hen,Rooster,Hen,Hen,Hen,False,True,False,True,True,True,single0,0.0007484774105250835,True,pair_direct_sum,0.00031409302027896047,True,0.0004343843902461231,-0.000678977754432708,True,pair_direct_sum,0.00031409302027896047,True,pair_direct_sum,0.00031409302027896047,True
UCIT/ImageNet-R:2140,UCIT/ImageNet-R,Boston bull,2.8782966136932373,0.000436142785474658,3.368089199066162,0.0009441642323508859,0.0002538065891712904,0.0005686128861270845,Dog,Boston bull,Dog,Boston bull,Boston bull,Boston bull,False,True,False,True,True,True,single0,0.000436142785474658,True,pair_direct_sum,0.0002538065891712904,True,0.00018233619630336761,-0.0003148062969557941,True,pair_direct_sum,0.0002538065891712904,True,pair_direct_sum,0.0002538065891712904,True
UCIT/ImageNet-R:2141,UCIT/ImageNet-R,Giant panda,2.3436672687530518,7.00187956681475e-05,2.7243566513061523,0.00029561459086835384,4.0052625990938395e-05,3.206564724678174e-05,Panda,Giant panda,Panda,Giant panda,Giant panda,Giant panda,False,True,False,True,True,True,single0,7.00187956681475e-05,True,pair_direct_sum,4.0052625990938395e-05,True,2.996616967720911e-05,7.986978744156659e-06,False,pair_direct_sum,4.0052625990938395e-05,True,rank16,3.206564724678174e-05,True
UCIT/ImageNet-R:2142,UCIT/ImageNet-R,Eel,4.38718318939209,0.2178361564874649,4.347682952880859,0.12924200296401978,0.1576022356748581,0.11952069401741028,Statue,Eel,Statue,Eel,Eel,Eel,False,True,False,True,True,True,single0,0.2178361564874649,True,pair_l2,0.12924200296401978,True,0.08859415352344513,0.009721308946609497,False,pair_l2,0.12924200296401978,True,rank16,0.11952069401741028,True
UCIT/ImageNet-R:2143,UCIT/ImageNet-R,Bison,0.420351505279541,0.00048329777200706303,0.26837220788002014,0.0005788995767943561,7.374493725365028e-05,0.00031600912916474044,Bison,Bison,Bison,Bison,Bison,Bison,True,True,True,True,True,True,single0,0.00048329777200706303,True,pair_direct_sum,7.374493725365028e-05,True,0.00040955283475341275,-0.00024226419191109017,True,pair_direct_sum,7.374493725365028e-05,True,pair_direct_sum,7.374493725365028e-05,True
UCIT/ImageNet-R:2144,UCIT/ImageNet-R,Wine bottle,0.7007033824920654,0.008322389796376228,0.8248662948608398,0.014314445666968822,0.005966241005808115,0.006073466967791319,Painting,Wine bottle,Painting,Wine bottle,Wine bottle,Wine bottle,False,True,False,True,True,True,single0,0.008322389796376228,True,pair_direct_sum,0.005966241005808115,True,0.0023561487905681133,-0.00010722596198320389,True,pair_direct_sum,0.005966241005808115,True,pair_direct_sum,0.005966241005808115,True
UCIT/ImageNet-R:2145,UCIT/ImageNet-R,Bell pepper,2.451082706451416,0.0025706433225423098,2.6549699306488037,0.005511581432074308,0.0008733961149118841,0.0005873451009392738,Painting,Bell pepper,Painting,Bell pepper,Bell pepper,Bell pepper,False,True,False,True,True,True,single0,0.0025706433225423098,True,pair_direct_sum,0.0008733961149118841,True,0.0016972472076304257,0.00028605101397261024,False,pair_direct_sum,0.0008733961149118841,True,rank16,0.0005873451009392738,True
UCIT/ImageNet-R:2146,UCIT/ImageNet-R,Soccer ball,0.1623729169368744,0.00276249460875988,0.11131840199232101,0.0008032444748096168,0.0013915994204580784,0.0009338639210909605,Soccer ball,Soccer ball,Soccer ball,Soccer ball,Soccer ball,Soccer ball,True,True,True,True,True,True,single0,0.00276249460875988,True,pair_l2,0.0008032444748096168,True,0.0019592501339502633,-0.0001306194462813437,True,pair_l2,0.0008032444748096168,True,pair_l2,0.0008032444748096168,True
UCIT/ImageNet-R:2147,UCIT/ImageNet-R,Gasmask,3.249835968017578,0.016767913475632668,3.3675222396850586,0.03350735455751419,0.005157303065061569,0.03091736137866974,Graffiti,Gasmask,Graffiti,Gasmask,Gasmask,Gasmask,False,True,False,True,True,True,single0,0.016767913475632668,True,pair_direct_sum,0.005157303065061569,True,0.011610610410571098,-0.02576005831360817,True,pair_direct_sum,0.005157303065061569,True,pair_direct_sum,0.005157303065061569,True
UCIT/ImageNet-R:2148,UCIT/ImageNet-R,Pretzel,0.5171523690223694,0.00530376797541976,0.45420628786087036,0.011440695263445377,0.0010185487335547805,0.0023507203441113234,Hot dog,Pretzel,Hot dog,Pretzel,Pretzel,Pretzel,False,True,False,True,True,True,single0,0.00530376797541976,True,pair_direct_sum,0.0010185487335547805,True,0.004285219241864979,-0.0013321716105565429,True,pair_direct_sum,0.0010185487335547805,True,pair_direct_sum,0.0010185487335547805,True
UCIT/ImageNet-R:2149,UCIT/ImageNet-R,Ice bear,2.1279382705688477,0.0003959995519835502,2.209484815597534,0.0062368884682655334,0.00014854517939966172,0.00023560265253763646,Polar bear,Ice bear,Bear,Ice bear,Ice bear,Ice bear,False,True,False,True,True,True,single0,0.0003959995519835502,True,pair_direct_sum,0.00014854517939966172,True,0.00024745437258388847,-8.705747313797474e-05,True,pair_direct_sum,0.00014854517939966172,True,pair_direct_sum,0.00014854517939966172,True
UCIT/ImageNet-R:2150,UCIT/ImageNet-R,Pembroke,4.4959917068481445,0.004372117109596729,4.764395236968994,0.026237042620778084,0.0018239172641187906,0.0019964806269854307,Dog,Pembroke,Dog,Pembroke,Pembroke,Pembroke,False,True,False,True,True,True,single0,0.004372117109596729,True,pair_direct_sum,0.0018239172641187906,True,0.0025481998454779387,-0.0001725633628666401,True,pair_direct_sum,0.0018239172641187906,True,pair_direct_sum,0.0018239172641187906,True
UCIT/ImageNet-R:2151,UCIT/ImageNet-R,Indian cobra,3.248948574066162,0.01968231052160263,3.6179490089416504,0.012441789731383324,0.0045206984505057335,0.010191773995757103,Snake,Indian cobra,Snake,Indian cobra,Indian cobra,Indian cobra,False,True,False,True,True,True,single0,0.01968231052160263,True,pair_direct_sum,0.0045206984505057335,True,0.015161612071096897,-0.0056710755452513695,True,pair_direct_sum,0.0045206984505057335,True,pair_direct_sum,0.0045206984505057335,True
UCIT/ImageNet-R:2152,UCIT/ImageNet-R,Snail,0.39683565497398376,0.00027977206627838314,0.2607560455799103,0.0004799739981535822,0.00015899809659458697,0.00033987779170274734,Snail,Snail,Snail,Snail,Snail,Snail,True,True,True,True,True,True,single0,0.00027977206627838314,True,pair_direct_sum,0.00015899809659458697,True,0.00012077396968379617,-0.00018087969510816038,True,pair_direct_sum,0.00015899809659458697,True,pair_direct_sum,0.00015899809659458697,True
UCIT/ImageNet-R:2153,UCIT/ImageNet-R,Peacock,0.04591059684753418,0.00041557024815119803,0.02592509612441063,0.0006427440093830228,0.0002459710813127458,0.00043558570905588567,Peacock,Peacock,Peacock,Peacock,Peacock,Peacock,True,True,True,True,True,True,single0,0.00041557024815119803,True,pair_direct_sum,0.0002459710813127458,True,0.00016959916683845222,-0.00018961462774313986,True,pair_direct_sum,0.0002459710813127458,True,pair_direct_sum,0.0002459710813127458,True
UCIT/ImageNet-R:2154,UCIT/ImageNet-R,Burrito,0.2434895634651184,0.0014870947925373912,0.257602334022522,0.007108793128281832,0.0010784619953483343,0.006141323130577803,Burrito,Burrito,Burrito,Burrito,Burrito,Burrito,True,True,True,True,True,True,single0,0.0014870947925373912,True,pair_direct_sum,0.0010784619953483343,True,0.0004086327971890569,-0.005062861135229468,True,pair_direct_sum,0.0010784619953483343,True,pair_direct_sum,0.0010784619953483343,True
UCIT/ImageNet-R:2155,UCIT/ImageNet-R,Red fox,2.4406819343566895,0.0013810383388772607,3.0129318237304688,0.0008740207413211465,0.0004067739355377853,0.0001683887530816719,Fox,Red fox,Fox,Red fox,Red fox,Red fox,False,True,False,True,True,True,single0,0.0013810383388772607,True,pair_direct_sum,0.0004067739355377853,True,0.0009742644033394754,0.0002383851824561134,False,pair_direct_sum,0.0004067739355377853,True,rank16,0.0001683887530816719,True
UCIT/ImageNet-R:2156,UCIT/ImageNet-R,Cocker spaniel,1.2601778507232666,0.000325560278724879,1.4221463203430176,0.0002681295736692846,0.00016328689525835216,0.0003444634785410017,Dog,Cocker spaniel,Painting,Cocker spaniel,Cocker spaniel,Cocker spaniel,False,True,False,True,True,True,single0,0.000325560278724879,True,pair_direct_sum,0.00016328689525835216,True,0.00016227338346652687,-0.00018117658328264952,True,pair_direct_sum,0.00016328689525835216,True,pair_direct_sum,0.00016328689525835216,True
UCIT/ImageNet-R:2157,UCIT/ImageNet-R,Dalmatian,1.4731663465499878,0.00014586365432478487,1.487870693206787,0.00035605428274720907,0.000126168379210867,0.00019549293210729957,Dog,Dalmatian,Dog,Dalmatian,Dalmatian,Dalmatian,False,True,False,True,True,True,single0,0.00014586365432478487,True,pair_direct_sum,0.000126168379210867,True,1.9695275113917887e-05,-6.932455289643258e-05,True,pair_direct_sum,0.000126168379210867,True,pair_direct_sum,0.000126168379210867,True
UCIT/ImageNet-R:2158,UCIT/ImageNet-R,Space shuttle,1.8471873998641968,1.1489540338516235,2.011267900466919,0.9256731271743774,1.330899953842163,0.7811993956565857,Dragon,Warplane,Dragon,Warplane,Warplane,Warplane,False,False,False,False,False,False,single0,1.1489540338516235,False,pair_l2,0.9256731271743774,False,0.2232809066772461,0.14447373151779175,False,pair_l2,0.9256731271743774,False,rank16,0.7811993956565857,False
UCIT/ImageNet-R:2159,UCIT/ImageNet-R,Ant,1.9730664491653442,0.03777812421321869,2.274630308151245,0.07205893844366074,0.017876848578453064,0.013514631427824497,Spider,Ant,Spider,Ant,Ant,Ant,False,True,False,True,True,True,single0,0.03777812421321869,True,pair_direct_sum,0.017876848578453064,True,0.019901275634765625,0.004362217150628567,False,pair_direct_sum,0.017876848578453064,True,rank16,0.013514631427824497,True
UCIT/ImageNet-R:2160,UCIT/ImageNet-R,Tractor,0.22397619485855103,0.0048861391842365265,0.2562977969646454,0.006201159209012985,0.003379792906343937,0.004573539365082979,Tractor,Tractor,Tractor,Tractor,Tractor,Tractor,True,True,True,True,True,True,single0,0.0048861391842365265,True,pair_direct_sum,0.003379792906343937,True,0.0015063462778925896,-0.0011937464587390423,True,pair_direct_sum,0.003379792906343937,True,pair_direct_sum,0.003379792906343937,True
UCIT/ImageNet-R:2161,UCIT/ImageNet-R,Ant,2.5977585315704346,0.1485133022069931,2.3058319091796875,0.1380053162574768,0.0766041949391365,0.378088116645813,Robot,Ant,Robot,Ant,Ant,Ant,False,True,False,True,True,True,single0,0.1485133022069931,True,pair_direct_sum,0.0766041949391365,True,0.0719091072678566,-0.3014839217066765,True,pair_direct_sum,0.0766041949391365,True,pair_direct_sum,0.0766041949391365,True
UCIT/ImageNet-R:2162,UCIT/ImageNet-R,Missile,1.9556924104690552,0.17609167098999023,2.328444242477417,0.14492662250995636,0.07586654275655746,0.0848516896367073,Rocket,Missile,Rocket,Missile,Missile,Missile,False,True,False,True,True,True,single0,0.17609167098999023,True,pair_direct_sum,0.07586654275655746,True,0.10022512823343277,-0.008985146880149841,True,pair_direct_sum,0.07586654275655746,True,pair_direct_sum,0.07586654275655746,True
UCIT/ImageNet-R:2163,UCIT/ImageNet-R,Boxer,3.4702281951904297,0.24720419943332672,3.444634437561035,0.2500329315662384,0.3590066730976105,0.2538467049598694,Notebook,Rottweiler,Notebook,Boxer,Rottweiler,Boxer,False,False,False,True,False,True,single0,0.24720419943332672,False,pair_l2,0.2500329315662384,True,-0.002828732132911682,-0.0038137733936309814,False,single0,0.24720419943332672,False,pair_l2,0.2500329315662384,True
UCIT/ImageNet-R:2164,UCIT/ImageNet-R,Golden retriever,1.462335228919983,0.020432045683264732,1.5527000427246094,0.014890667982399464,0.01384031493216753,0.009979219175875187,Dog,Golden retriever,Dog,Golden retriever,Golden retriever,Golden retriever,False,True,False,True,True,True,single0,0.020432045683264732,True,pair_direct_sum,0.01384031493216753,True,0.006591730751097202,0.003861095756292343,False,pair_direct_sum,0.01384031493216753,True,rank16,0.009979219175875187,True
UCIT/ImageNet-R:2165,UCIT/ImageNet-R,Space shuttle,0.33017498254776,0.0020033640321344137,0.2960308790206909,0.002886885544285178,0.0012083242181688547,0.0002024856221396476,Lego,Space shuttle,Shuttle,Space shuttle,Space shuttle,Space shuttle,False,True,False,True,True,True,single0,0.0020033640321344137,True,pair_direct_sum,0.0012083242181688547,True,0.000795039813965559,0.0010058385960292071,False,pair_direct_sum,0.0012083242181688547,True,rank16,0.0002024856221396476,True
UCIT/ImageNet-R:2166,UCIT/ImageNet-R,Pomeranian,0.5026350617408752,0.0011972622014582157,0.46301451325416565,0.0012847078032791615,0.0004570398887153715,0.0005168907227925956,Dog,Pomeranian,Dog,Pomeranian,Pomeranian,Pomeranian,False,True,False,True,True,True,single0,0.0011972622014582157,True,pair_direct_sum,0.0004570398887153715,True,0.0007402223127428442,-5.9850834077224135e-05,True,pair_direct_sum,0.0004570398887153715,True,pair_direct_sum,0.0004570398887153715,True
UCIT/ImageNet-R:2167,UCIT/ImageNet-R,Lion,0.14804886281490326,0.000290560070425272,0.21763911843299866,8.29652781249024e-05,8.522815915057436e-05,0.00012146068183938041,Lion,Lion,Lion,Lion,Lion,Lion,True,True,True,True,True,True,single0,0.000290560070425272,True,pair_l2,8.29652781249024e-05,True,0.0002075947923003696,-3.8495403714478016e-05,True,pair_l2,8.29652781249024e-05,True,pair_l2,8.29652781249024e-05,True
UCIT/ImageNet-R:2168,UCIT/ImageNet-R,Goldfinch,3.9657723903656006,0.11468163877725601,3.932142734527588,0.27679216861724854,0.09142099320888519,0.27131545543670654,Book,Goldfinch,Book,Hummingbird,Goldfinch,Hummingbird,False,True,False,False,True,False,single0,0.11468163877725601,True,pair_direct_sum,0.09142099320888519,True,0.02326064556837082,-0.17989446222782135,True,pair_direct_sum,0.09142099320888519,True,pair_direct_sum,0.09142099320888519,True
UCIT/ImageNet-R:2169,UCIT/ImageNet-R,Goldfish,3.0712616443634033,0.002560226246714592,3.3551952838897705,0.0016855798894539475,0.0006937224534340203,0.0014445293927565217,Fish,Goldfish,Fish,Goldfish,Goldfish,Goldfish,False,True,False,True,True,True,single0,0.002560226246714592,True,pair_direct_sum,0.0006937224534340203,True,0.0018665037932805717,-0.0007508069393225014,True,pair_direct_sum,0.0006937224534340203,True,pair_direct_sum,0.0006937224534340203,True
UCIT/ImageNet-R:2170,UCIT/ImageNet-R,Hen,7.3853230476379395,1.6382176876068115,7.87109899520874,1.5660816431045532,1.5252026319503784,1.696519136428833,Mosaic,Drake,Tile,Drake,Drake,Drake,False,False,False,False,False,False,single0,1.6382176876068115,False,pair_direct_sum,1.5252026319503784,False,0.1130150556564331,-0.1713165044784546,True,pair_direct_sum,1.5252026319503784,False,pair_direct_sum,1.5252026319503784,False
UCIT/ImageNet-R:2171,UCIT/ImageNet-R,Wine bottle,0.3825683891773224,0.0032774987630546093,0.6254857778549194,0.006619044579565525,0.0018618559697642922,0.00026428521960042417,Painting,Wine bottle,Painting,Wine bottle,Wine bottle,Wine bottle,False,True,False,True,True,True,single0,0.0032774987630546093,True,pair_direct_sum,0.0018618559697642922,True,0.001415642793290317,0.001597570750163868,False,pair_direct_sum,0.0018618559697642922,True,rank16,0.00026428521960042417,True
UCIT/ImageNet-R:2172,UCIT/ImageNet-R,Birdhouse,0.3385472297668457,0.0016917814500629902,0.29546454548835754,0.0014652629615738988,0.0009621370700187981,0.000494017789606005,Birdhouse,Birdhouse,Birdhouse,Birdhouse,Birdhouse,Birdhouse,True,True,True,True,True,True,single0,0.0016917814500629902,True,pair_direct_sum,0.0009621370700187981,True,0.0007296443800441921,0.00046811928041279316,False,pair_direct_sum,0.0009621370700187981,True,rank16,0.000494017789606005,True
UCIT/ImageNet-R:2173,UCIT/ImageNet-R,Barrow,2.9227888584136963,0.0036354167386889458,2.958432912826538,0.0026726259384304285,0.0015417644754052162,0.0012866599718108773,Statue,Barrow,Statue,Barrow,Barrow,Barrow,False,True,False,True,True,True,single0,0.0036354167386889458,True,pair_direct_sum,0.0015417644754052162,True,0.0020936522632837296,0.0002551045035943389,False,pair_direct_sum,0.0015417644754052162,True,rank16,0.0012866599718108773,True
